date,venue,race,race_id,start_time,model,model_label,model_desc,run_id,horse,jockey,trainer,tab_number,barrier,tr_rank,mid_rank,late_rank,weight_trend,wins_at_dist,fixed_win_price,starting_price_sp,price_top,finish_position,won,placed,resulted,early_rank,total_rank
2026-05-07,Warwick,4.0,1358781,2026-05-07T04:22:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14122319,Mister Tudor,Montanna Savva,L Derecourt,4.0,16.0,1,3.0,6.0,-1.1,2.0,4.2,4.4,4.4,4.0,0.0,0.0,1.0,1.0,3.0
2026-05-07,Wyong,6.0,1358782,2026-05-07T06:05:00+00:00,top_form,Top Form (ref),TR≤2 + Mid top2 + weight_up (gate min $4 at bet placement),14122332,Welcome Gypsy,C Schofield,John Thompson,4.0,5.0,2,1.0,10.0,2.5,3.0,5.5,5.5,6.0,8.0,0.0,0.0,1.0,9.0,5.0
2026-05-07,Wyong,6.0,1358782,2026-05-07T06:05:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14122335,Like A Surgeon,Rachel King,Brad Widdup,8.0,3.0,1,7.0,2.0,,1.0,3.0,3.1,3.4,1.0,1.0,1.0,1.0,5.0,1.0
2026-05-07,Wyong,7.0,1358783,2026-05-07T06:40:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14122357,Sarapo,J R Collett,C J Waller,6.0,6.0,1,2.0,3.0,-0.4,0.0,2.15,2.15,2.15,3.0,0.0,1.0,1.0,9.0,6.0
2026-05-07,Wyong,4.0,1358785,2026-05-07T04:40:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14124985,Maquisa,Siena Grima,C J Waller,2.0,3.0,1,3.0,5.0,-0.1,0.0,2.6,2.6,2.7,3.0,0.0,1.0,1.0,6.0,3.0
2026-05-07,Wyong,1.0,1358786,2026-05-07T02:40:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14122383,Aurora Effect,J R Collett,Edward Cummings,2.0,5.0,1,7.0,3.0,-1.3,0.0,1.33,1.3,1.5,9.0,0.0,0.0,1.0,4.0,2.0
2026-05-07,Wyong,3.0,1358787,2026-05-07T04:00:00+00:00,main,Main,TR≤3 + Mid+Late+Total top 2 (gate min $3 at bet placement),14122397,Nonno's Power,R Hutchings,Joseph Pride,3.0,7.0,3,1.0,1.0,0.8,0.0,7.0,8.0,8.5,4.0,0.0,0.0,1.0,6.0,1.0
2026-05-07,Wyong,3.0,1358787,2026-05-07T04:00:00+00:00,top_form,Top Form (ref),TR≤2 + Mid top2 + weight_up (gate min $4 at bet placement),14126980,Gong Girl,Rachel King,David Pfieffer,9.0,9.0,2,2.0,2.0,1.8,0.0,3.2,3.4,3.8,1.0,1.0,1.0,1.0,3.0,3.0
2026-05-07,Wyong,3.0,1358787,2026-05-07T04:00:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14122391,Farset,Regan Bayliss,G Waterhouse & A Bott,1.0,2.0,1,5.0,3.0,1.7,0.0,1.95,2.05,2.1,2.0,0.0,1.0,1.0,2.0,4.0
2026-05-07,Wyong,2.0,1358788,2026-05-07T03:20:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14122410,Nicolosi,Tim Clark,G Waterhouse & A Bott,7.0,4.0,1,,,,0.0,1.75,1.75,1.85,8.0,0.0,0.0,1.0,,
2026-05-07,Wyong,5.0,1358789,2026-05-07T05:25:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14122423,Skycatcher,William Stanley,M Price & M Kent Jnr,1.0,2.0,1,4.0,9.0,1.7,2.0,2.3,2.3,2.6,2.0,0.0,1.0,1.0,1.0,7.0
2026-05-07,Albany,6.0,1358830,2026-05-07T08:02:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14122784,Perfect Sister,Natasha Faithfull,T M Wolfe,4.0,3.0,1,7.0,5.0,1.5,2.0,3.1,3.1,3.1,6.0,0.0,0.0,1.0,6.0,6.0
2026-05-07,Albany,3.0,1358831,2026-05-07T06:09:00+00:00,top_form,Top Form (ref),TR≤2 + Mid top2 + weight_up (gate min $4 at bet placement),14122792,Bella Violetta,K Yuill,M L Lane,6.0,5.0,1,1.0,4.0,2.1,1.0,3.6,3.6,3.7,3.0,0.0,1.0,1.0,4.0,2.0
2026-05-07,Albany,3.0,1358831,2026-05-07T06:09:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14122792,Bella Violetta,K Yuill,M L Lane,6.0,5.0,1,1.0,4.0,2.1,1.0,3.6,3.6,3.7,3.0,0.0,1.0,1.0,4.0,2.0
2026-05-07,Albany,7.0,1358832,2026-05-07T08:42:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14122799,Looks,Natasha Faithfull,T M Wolfe,2.0,2.0,1,4.0,8.0,1.2,0.0,3.7,3.8,4.0,6.0,0.0,0.0,1.0,5.0,9.0
2026-05-07,Albany,2.0,1358833,2026-05-07T05:29:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14122818,Who's Talking,K Yuill,M L Lane,2.0,6.0,1,1.0,9.0,-0.2,0.0,3.9,4.0,5.5,6.0,0.0,0.0,1.0,7.0,3.0
2026-05-07,Albany,5.0,1358834,2026-05-07T07:26:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14122849,Desert Ora,Natasha Faithfull,Michelle Hagley,6.0,3.0,1,5.0,1.0,0.4,1.0,1.6,1.6,1.6,1.0,1.0,1.0,1.0,6.0,1.0
2026-05-07,Albany,4.0,1358835,2026-05-07T06:47:00+00:00,main,Main,TR≤3 + Mid+Late+Total top 2 (gate min $3 at bet placement),14122857,Cruise To Rio,Holly Nottle,T J Stone,8.0,7.0,3,2.0,1.0,-0.2,2.0,5.0,5.0,6.0,2.0,0.0,1.0,1.0,9.0,1.0
2026-05-07,Albany,4.0,1358835,2026-05-07T06:47:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14122856,Head'Em,Lucy Fiore,Roy Rogers,5.0,6.0,1,4.0,2.0,2.1,2.0,3.7,3.7,4.2,1.0,1.0,1.0,1.0,7.0,2.0
2026-05-07,Albany,1.0,1358836,2026-05-07T04:44:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14122863,Mr Frodo,Austin Galati,G P Jones,3.0,4.0,1,8.0,4.0,0.0,0.0,3.0,3.0,3.9,4.0,0.0,0.0,1.0,6.0,1.0
2026-05-09,Fannie Bay,3.0,1358882,2026-05-09T06:06:00+00:00,main,Main,TR≤3 + Mid+Late+Total top 2 (gate min $3 at bet placement),14123304,Polarising,Hannah Le Blanc,Tommy Logan,4.0,2.0,1,1.0,2.0,-2.9,1.0,3.0,,,,,,0.0,4.0,1.0
2026-05-09,Fannie Bay,3.0,1358882,2026-05-09T06:06:00+00:00,top_form,Top Form (ref),TR≤2 + Mid top2 + weight_up (gate min $4 at bet placement),14123305,Crazy Brave,Deborah Barton,Paul Shiers,3.0,1.0,2,2.0,4.0,2.1,1.0,3.4,,,,,,0.0,1.0,3.0
2026-05-09,Fannie Bay,3.0,1358882,2026-05-09T06:06:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14123304,Polarising,Hannah Le Blanc,Tommy Logan,4.0,2.0,1,1.0,2.0,-2.9,1.0,3.0,,,,,,0.0,4.0,1.0
2026-05-09,Fannie Bay,5.0,1358883,2026-05-09T07:16:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14123314,Lady Fireball,Aaron Sweeney,Chris Pollard,6.0,1.0,1,5.0,3.0,-2.3,0.0,2.4,,,,,,0.0,2.0,2.0
2026-05-09,Fannie Bay,6.0,1358884,2026-05-09T07:50:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14123318,Tigers Roar,R Vigar,T Halter,3.0,7.0,1,3.0,1.0,2.5,2.0,2.7,,,,,,0.0,4.0,3.0
2026-05-09,Fannie Bay,4.0,1358886,2026-05-09T06:42:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14123342,Orion The Hunter,W R Davis,Jason Manning,5.0,2.0,1,5.0,1.0,0.4,0.0,2.7,,,,,,0.0,4.0,1.0
2026-05-08,Canberra,4.0,1358887,2026-05-08T04:23:00+00:00,main,Main,TR≤3 + Mid+Late+Total top 2 (gate min $3 at bet placement),14123353,Pure Melody,B Mc Dougall,N F Gardner,5.0,6.0,1,2.0,2.0,-1.6,0.0,1.95,2.05,2.2,4.0,0.0,0.0,1.0,6.0,1.0
2026-05-08,Canberra,4.0,1358887,2026-05-08T04:23:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14123353,Pure Melody,B Mc Dougall,N F Gardner,5.0,6.0,1,2.0,2.0,-1.6,0.0,1.95,2.05,2.2,4.0,0.0,0.0,1.0,6.0,1.0
2026-05-08,Canberra,1.0,1358889,2026-05-08T02:37:00+00:00,main,Main,TR≤3 + Mid+Late+Total top 2 (gate min $3 at bet placement),14123383,Sweet Rose,L Day,J M Austin,5.0,4.0,3,1.0,2.0,,0.0,4.4,4.2,5.5,1.0,1.0,1.0,1.0,3.0,1.0
2026-05-08,Canberra,1.0,1358889,2026-05-08T02:37:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14123380,The Way Ahead,Pierre Boudvillain,Matthew Smith,6.0,7.0,1,2.0,3.0,-0.8,0.0,3.0,2.8,6.5,2.0,0.0,1.0,1.0,2.0,2.0
2026-05-08,Canberra,7.0,1358890,2026-05-08T06:15:00+00:00,main,Main,TR≤3 + Mid+Late+Total top 2 (gate min $3 at bet placement),14123404,Dupli Kate,B Mc Dougall,N F Gardner,7.0,4.0,2,1.0,2.0,-1.0,0.0,2.5,2.5,3.3,7.0,0.0,0.0,1.0,8.0,1.0
2026-05-08,Canberra,7.0,1358890,2026-05-08T06:15:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14123407,Teylu,Pierre Boudvillain,G P Vella,5.0,7.0,1,10.0,3.0,-3.2,1.0,3.6,3.7,3.7,10.0,0.0,0.0,1.0,2.0,4.0
2026-05-08,Canberra,6.0,1358891,2026-05-08T05:35:00+00:00,top_form,Top Form (ref),TR≤2 + Mid top2 + weight_up (gate min $4 at bet placement),14123415,Matchsticks,C Keatings,G Portelli,6.0,2.0,1,1.0,5.0,0.2,1.0,2.3,2.3,6.0,2.0,0.0,1.0,1.0,3.0,4.0
2026-05-08,Canberra,6.0,1358891,2026-05-08T05:35:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14123415,Matchsticks,C Keatings,G Portelli,6.0,2.0,1,1.0,5.0,0.2,1.0,2.3,2.3,6.0,2.0,0.0,1.0,1.0,3.0,4.0
2026-05-08,Canberra,3.0,1358892,2026-05-08T03:48:00+00:00,main,Main,TR≤3 + Mid+Late+Total top 2 (gate min $3 at bet placement),14123426,Capital Babe,B Mc Dougall,K Dryden & L Snowden,6.0,7.0,2,1.0,1.0,-0.8,0.0,3.0,2.9,3.8,1.0,1.0,1.0,1.0,5.0,1.0
2026-05-08,Canberra,3.0,1358892,2026-05-08T03:48:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14123436,Obsidian Dream,Jean Van Overmeire,Joseph Pride,3.0,4.0,1,5.0,4.0,-1.8,0.0,2.4,2.4,2.8,2.0,0.0,1.0,1.0,4.0,5.0
2026-05-08,Canberra,2.0,1358893,2026-05-08T03:13:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14126976,The Mooch,Jean Van Overmeire,M C Lynch,7.0,10.0,1,4.0,1.0,-1.0,2.0,4.4,4.4,4.4,8.0,0.0,0.0,1.0,8.0,2.0
2026-05-08,Coffs Harbour,8.0,1358894,2026-05-08T05:10:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14123450,Wanjina Rose,G Spokes,Daniel Wheeler,1.0,9.0,1,10.0,2.0,-0.8,1.0,3.6,,,,,,0.0,6.0,1.0
2026-05-08,Coffs Harbour,10.0,1358895,2026-05-08T06:30:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14123482,Inlanda,Jett Newman,Sally Taylor,6.0,4.0,1,4.0,3.0,-1.1,1.0,3.2,,,,,,0.0,8.0,3.0
2026-05-08,Coffs Harbour,4.0,1358896,2026-05-08T02:50:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14123497,Foxy Artist,Jake Bayliss,M J Dunn,1.0,4.0,1,5.0,1.0,1.3,0.0,2.4,,,,,,0.0,6.0,1.0
2026-05-08,Coffs Harbour,1.0,1358897,2026-05-08T01:10:00+00:00,main,Main,TR≤3 + Mid+Late+Total top 2 (gate min $3 at bet placement),14123521,Markwell Topsort,L P Rolls,Joseph Burges,3.0,5.0,1,2.0,1.0,,0.0,3.6,,,,,,0.0,1.0,1.0
2026-05-08,Coffs Harbour,1.0,1358897,2026-05-08T01:10:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14123521,Markwell Topsort,L P Rolls,Joseph Burges,3.0,5.0,1,2.0,1.0,,0.0,3.6,,,,,,0.0,1.0,1.0
2026-05-08,Coffs Harbour,7.0,1358898,2026-05-08T04:35:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14123530,Queen Of Tayrona,Yvette Lewis,G N Nielsen,13.0,8.0,1,5.0,4.0,-5.4,1.0,4.6,,,,,,0.0,7.0,7.0
2026-05-08,Coffs Harbour,6.0,1358899,2026-05-08T04:00:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14123561,Baby Ryan,G Spokes,B D Bellamy,2.0,7.0,1,1.0,4.0,-0.1,2.0,1.65,,,,,,0.0,6.0,1.0
2026-05-08,Coffs Harbour,9.0,1358900,2026-05-08T05:50:00+00:00,main,Main,TR≤3 + Mid+Late+Total top 2 (gate min $3 at bet placement),14123572,Venom Wolf,R Spokes,B D Bellamy,13.0,5.0,2,1.0,2.0,-0.4,1.0,6.5,,,,,,0.0,9.0,1.0
2026-05-08,Coffs Harbour,9.0,1358900,2026-05-08T05:50:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14123583,Fall For Autumn,K H Zechner,B D Bellamy,12.0,11.0,1,6.0,7.0,-0.8,1.0,2.6,,,,,,0.0,4.0,8.0
2026-05-08,Coffs Harbour,2.0,1358901,2026-05-08T01:40:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14123608,Sunvolt,S Traecey,D L Matts,5.0,6.0,1,4.0,2.0,0.0,0.0,2.0,,,,,,0.0,2.0,3.0
2026-05-08,Townsville,4.0,1358902,2026-05-08T03:40:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14123614,Arancia,L Morrison,D K Amos,5.0,8.0,1,5.0,4.0,2.0,0.0,3.9,,,,,,0.0,3.0,4.0
2026-05-08,Townsville,3.0,1358904,2026-05-08T03:05:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14123647,Kajetan,Tahlia Fenlon,Gavin Kinlyside,4.0,2.0,1,6.0,1.0,-0.4,0.0,2.9,,,,,,0.0,7.0,2.0
2026-05-08,Townsville,6.0,1358905,2026-05-08T04:50:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14123656,Coppabella Road,L Morrison,S J Royes,9.0,6.0,1,10.0,3.0,-2.0,0.0,3.6,,,,,,0.0,6.0,7.0
2026-05-08,Townsville,9.0,1358906,2026-05-08T06:50:00+00:00,top_form,Top Form (ref),TR≤2 + Mid top2 + weight_up (gate min $4 at bet placement),14123669,Smart Legend,S Cormack,S Massingham,5.0,12.0,2,2.0,3.0,4.6,1.0,5.0,,,,,,0.0,12.0,4.0
2026-05-08,Townsville,9.0,1358906,2026-05-08T06:50:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14123677,Astra Star,C Whiteley,Kris Hansen,8.0,3.0,1,10.0,8.0,-1.6,0.0,3.8,,,,,,0.0,6.0,10.0
2026-05-08,Townsville,7.0,1358907,2026-05-08T05:25:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14123685,Foneeleven,I Fry,J P Caught,4.0,2.0,1,4.0,4.0,1.1,0.0,3.3,,,,,,0.0,3.0,4.0
2026-05-08,Townsville,8.0,1358908,2026-05-08T06:05:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14123694,Divine Diamonds,Ashley Butler,Georgie Holt,4.0,4.0,1,3.0,8.0,3.8,0.0,3.5,,,,,,0.0,5.0,9.0
2026-05-08,Townsville,5.0,1358909,2026-05-08T04:15:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14123706,Dragon Tales,Ashley Butler,Georgie Holt,2.0,5.0,1,1.0,5.0,-1.8,1.0,3.0,,,,,,0.0,7.0,5.0
2026-05-09,Kembla Grange,6.0,1358911,2026-05-09T05:45:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14123737,Pink Persuasion,R Hutchings,C J Waller,13.0,1.0,1,3.0,11.0,-1.6,0.0,2.4,,,,,,0.0,2.0,7.0
2026-05-09,Kembla Grange,7.0,1358912,2026-05-09T06:20:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14126830,Spice Prawn,K S Latham,Peter Snowden,6.0,7.0,1,8.0,1.0,-0.2,0.0,3.4,,,,,,0.0,10.0,1.0
2026-05-09,Kembla Grange,3.0,1358913,2026-05-09T03:55:00+00:00,top_form,Top Form (ref),TR≤2 + Mid top2 + weight_up (gate min $4 at bet placement),14123772,Let's Be Honest,K S Latham,John Thompson,9.0,7.0,1,2.0,6.0,1.8,0.0,5.0,,,,,,0.0,7.0,3.0
2026-05-09,Kembla Grange,3.0,1358913,2026-05-09T03:55:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14123772,Let's Be Honest,K S Latham,John Thompson,9.0,7.0,1,2.0,6.0,1.8,0.0,5.0,,,,,,0.0,7.0,3.0
2026-05-09,Kembla Grange,2.0,1358914,2026-05-09T03:20:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14123794,Gravel Road,J Taylor,K Buchanan,3.0,2.0,1,5.0,2.0,,1.0,2.25,,,,,,0.0,4.0,3.0
2026-05-09,Kembla Grange,5.0,1358915,2026-05-09T05:05:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14123798,Magical Moments,Jean Van Overmeire,Mitchell Beer & George Carpenter,4.0,5.0,1,6.0,1.0,0.5,2.0,2.2,,,,,,0.0,6.0,1.0
2026-05-09,Kembla Grange,4.0,1358916,2026-05-09T04:30:00+00:00,top_form,Top Form (ref),TR≤2 + Mid top2 + weight_up (gate min $4 at bet placement),14123809,Cool Lad,K S Latham,Matthew Smith,3.0,1.0,1,1.0,3.0,0.9,2.0,2.5,,,,,,0.0,5.0,1.0
2026-05-09,Kembla Grange,4.0,1358916,2026-05-09T04:30:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14123809,Cool Lad,K S Latham,Matthew Smith,3.0,1.0,1,1.0,3.0,0.9,2.0,2.5,,,,,,0.0,5.0,1.0
2026-05-09,Kembla Grange,1.0,1358917,2026-05-09T02:45:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14134665,Cold Gin,R Hutchings,Bjorn Baker,1.0,5.0,1,3.0,4.0,1.0,0.0,3.2,,,,,,0.0,3.0,3.0
2026-05-09,Ipswich,3.0,1358930,2026-05-09T02:49:00+00:00,main,Main,TR≤3 + Mid+Late+Total top 2 (gate min $3 at bet placement),14123998,Sheriff's Star,Jett Newman,M J Dunn,9.0,5.0,1,2.0,1.0,0.6,0.0,4.6,,,,,,0.0,13.0,1.0
2026-05-09,Ipswich,3.0,1358930,2026-05-09T02:49:00+00:00,top_form,Top Form (ref),TR≤2 + Mid top2 + weight_up (gate min $4 at bet placement),14123998,Sheriff's Star,Jett Newman,M J Dunn,9.0,5.0,1,2.0,1.0,0.6,0.0,4.6,,,,,,0.0,13.0,1.0
2026-05-09,Ipswich,3.0,1358930,2026-05-09T02:49:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14123998,Sheriff's Star,Jett Newman,M J Dunn,9.0,5.0,1,2.0,1.0,0.6,0.0,4.6,,,,,,0.0,13.0,1.0
2026-05-09,Ipswich,5.0,1358931,2026-05-09T03:59:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14124039,Private Showtime,G Cartwright,G Heinrich & B Rodgers,14.0,7.0,1,8.0,10.0,-1.0,1.0,6.0,,,,,,0.0,5.0,13.0
2026-05-09,Ipswich,7.0,1358932,2026-05-09T05:09:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14124084,Propose,Stacey Callow,M A Kropp,5.0,8.0,1,14.0,1.0,-0.6,0.0,8.0,,,,,,0.0,9.0,3.0
2026-05-09,Ipswich,8.0,1358933,2026-05-09T05:49:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14124118,Madame Cody,S Cormack,C H Richardson,11.0,14.0,1,6.0,10.0,0.0,0.0,5.0,,,,,,0.0,4.0,7.0
2026-05-09,Ipswich,9.0,1358934,2026-05-09T06:25:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14124134,Ikasara,Jett Newman,Todd Pollard,3.0,6.0,1,11.0,9.0,0.4,0.0,4.8,,,,,,0.0,10.0,12.0
2026-05-09,Ipswich,1.0,1358935,2026-05-09T01:42:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14124176,Secret Fenkel,D L Turner,Marcus Wilson,2.0,6.0,1,2.0,12.0,-0.5,0.0,3.6,,,,,,0.0,4.0,4.0
2026-05-09,Ipswich,2.0,1358936,2026-05-09T02:14:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14124191,Saxon Spirit,Bella Youngberry,Chris & Corey Munce,11.0,12.0,1,10.0,1.0,,0.0,1.9,,,,,,0.0,6.0,1.0
2026-05-09,Ipswich,6.0,1358937,2026-05-09T04:34:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14124204,Hunter's Mate,Benjamin Osmond,G A Thornton,1.0,2.0,1,8.0,9.0,-3.6,1.0,3.3,,,,,,0.0,5.0,8.0
2026-05-09,Toowoomba,4.0,1358938,2026-05-09T09:00:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14124228,Irama,Bella Youngberry,Billy Healey,2.0,8.0,1,17.0,10.0,7.1,0.0,4.2,,,,,,0.0,4.0,15.0
2026-05-09,Toowoomba,7.0,1358939,2026-05-09T10:42:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14124239,Jaddaf,G Geran,Corey & Kylie Geran,2.0,4.0,1,10.0,5.0,,0.0,2.25,,,,,,0.0,2.0,5.0
2026-05-09,Toowoomba,6.0,1358940,2026-05-09T10:07:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14124266,Shahar,K Lenton,Nick Keal,11.0,8.0,1,10.0,7.0,-2.0,0.0,2.9,,,,,,0.0,5.0,5.0
2026-05-09,Toowoomba,1.0,1358941,2026-05-09T07:00:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14124280,Dreamwriter,Ashley Butler,Billy Healey,4.0,12.0,1,13.0,7.0,-0.1,1.0,2.5,,,,,,0.0,4.0,7.0
2026-05-09,Toowoomba,2.0,1358942,2026-05-09T07:40:00+00:00,main,Main,TR≤3 + Mid+Late+Total top 2 (gate min $3 at bet placement),14124310,Cryptolini,Ashley Butler,Billy Healey,6.0,4.0,2,1.0,1.0,,2.0,3.3,,,,,,0.0,14.0,1.0
2026-05-09,Toowoomba,2.0,1358942,2026-05-09T07:40:00+00:00,top_form,Top Form (ref),TR≤2 + Mid top2 + weight_up (gate min $4 at bet placement),14124306,Superhero,M Hellyer,Annabel & Rob Archibald,10.0,5.0,1,2.0,9.0,1.2,1.0,4.8,,,,,,0.0,11.0,3.0
2026-05-09,Toowoomba,2.0,1358942,2026-05-09T07:40:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14124306,Superhero,M Hellyer,Annabel & Rob Archibald,10.0,5.0,1,2.0,9.0,1.2,1.0,4.8,,,,,,0.0,11.0,3.0
2026-05-09,Toowoomba,3.0,1358943,2026-05-09T08:20:00+00:00,main,Main,TR≤3 + Mid+Late+Total top 2 (gate min $3 at bet placement),14124326,Cryptolini,,Billy Healey,1.0,13.0,3,1.0,1.0,,1.0,3.6,,,,,,0.0,13.0,1.0
2026-05-09,Toowoomba,3.0,1358943,2026-05-09T08:20:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14124315,Electric Arrow,Fiona Sandkuhl,K R Kemp,10.0,1.0,1,8.0,7.0,1.9,2.0,6.0,,,,,,0.0,5.0,4.0
2026-05-09,Toowoomba,5.0,1358944,2026-05-09T09:35:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14124338,Seismic Boom,Fiona Sandkuhl,Matthew Hoysted,7.0,13.0,1,11.0,1.0,,1.0,3.1,,,,,,0.0,9.0,1.0
2026-05-09,Gosford,3.0,1358945,2026-05-09T02:25:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14124356,Neil,N Rawiller,M J Dunn,2.0,6.0,1,4.0,13.0,3.0,3.0,2.3,,,,,,0.0,8.0,13.0
2026-05-09,Gosford,9.0,1358946,2026-05-09T06:00:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14124395,Portland,K Mc Evoy,Matthew Smith,12.0,3.0,1,5.0,3.0,-0.1,0.0,5.5,,,,,,0.0,13.0,3.0
2026-05-09,Gosford,10.0,1358947,2026-05-09T06:40:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14124409,La Roja,Tyler Schiller,Peter Snowden,13.0,4.0,1,1.0,12.0,-0.9,1.0,4.4,,,,,,0.0,6.0,1.0
2026-05-09,Gosford,6.0,1358948,2026-05-09T04:10:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14124454,King Of The Sea,A Farragher,C Maher,10.0,9.0,1,8.0,17.0,1.4,3.0,4.0,,,,,,0.0,4.0,5.0
2026-05-09,Gosford,5.0,1358951,2026-05-09T03:35:00+00:00,tr1_min4,TR1 Min$4 (ref),TR1 (gate min $4 at bet placement),14124503,Mr Miller,A Hyeronimus,C J Waller,6.0,2.0,1,4.0,4.0,,0.0,2.7,,,,,,0.0,3.0,6.0
